//npcId - npcX npcY npcPLane
//Vorkath
28059 - 2269 4062 0 5
//Summoning guy
6988 - 2208 5342 0
182 - 3043 3958 0
// Pirate, 23, added by: 72_dont_m0ve
182 - 3039 3958 0
// Pirate, 23, added by: c00l_kid
182 - 3039 3950 0
// Pirate, 23, added by: c00l_kid
183 - 3043 3950 0
// Pirate, 23, added by: 72_dont_m0ve
182 - 3041 3958 0
// Pirate, 23, added by: c00l_kid
182 - 3041 3954 0
// Pirate, 23, added by: 72_dont_m0ve
182 - 3038 3957 0
// Pirate, 23, added by: 72_dont_m0ve
183 - 3042 3950 0
// Pirate, 23, added by: 72_dont_m0ve
183 - 3039 3951 0
// Pirate, 23, added by: 72_dont_m0ve
182 - 3041 3954 0
// Pirate, 23, added by: 72_dont_m0ve
183 - 3044 3949 0
// Chaos druid, 13, added by: 72_dont_m0ve
182 - 3038 3955 0
// Magic axe, 42, added by: c00l_kid
127 - 3193 3959 0
// Magic axe, 42, added by: 72_dont_m0ve
127 - 3188 3960 0
// Magic axe, 42, added by: 72_dont_m0ve
127 - 3190 3962 0
// Schoolgirl, 0, added by: 72_dont_m0ve
127 - 3187 3959 0
// Magic axe, 42, added by: c00l_kid
127 - 3192 3961 0
// Snake, 5, added by: 72_dont_m0ve
128 - 3193 3958 0
// Magic axe, 42, added by: c00l_kid
127 - 3187 3960 0
// Schoolgirl, 0, added by: 72_dont_m0ve
127 - 3193 3959 0
// Magic axe, 42, added by: 72_dont_m0ve
127 - 3193 3959 0
// Magic axe, 42, added by: c00l_kid
127 - 3187 3961 0
// Giant bat, 27, added by: 72_dont_m0ve
78 - 3079 3955 0
// Giant bat, 27, added by: c00l_kid
78 - 3076 3953 0
// Giant bat, 27, added by: 72_dont_m0ve
78 - 3079 3952 0
// Giant bat, 27, added by: 72_dont_m0ve
78 - 3072 3952 0
// Giant bat, 27, added by: c00l_kid
78 - 3075 3948 0
// Giant bat, 27, added by: 72_dont_m0ve
78 - 3072 3956 0
// Giant bat, 27, added by: c00l_kid
78 - 3085 3951 0
// Battle mage, 54, added by: c00l_kid
912 - 3101 3940 0
// Battle mage, 54, added by: 72_dont_m0ve
912 - 3109 3931 0
// Battle mage, 54, added by: 72_dont_m0ve
912 - 3109 3939 0
// Battle mage, 54, added by: 72_dont_m0ve
913 - 3105 3931 0
// Battle mage, 54, added by: c00l_kid
913 - 3101 3929 0
// Battle mage, 54, added by: 72_dont_m0ve
914 - 3099 3936 0
// Battle mage, 54, added by: 72_dont_m0ve
914 - 3104 3929 0
//falador mine
579 - 3034 9845 0
582 - 2998 9828 0
//living rock caverns fish spots
// Rocktail shoal, 0, added by: dragonkk
8842 - 3651 5083 0
8841 - 3648 5083 0
// Cavefish shoal, 0, added by: dragonkk
8841 - 3632 5082 0
// Rocktail shoal, 0, added by: dragonkk
8842 - 3625 5083 0
// Cavefish shoal, 0, added by: dragonkk
// Rocktail shoal, 0, added by: dragonkk
8842 - 3615 5112 0
// Cavefish shoal, 0, added by: dragonkk
8841 - 3615 5110 0
// Cavefish shoal, 0, added by: dragonkk
8841 - 3621 5119 0
// Cavefish shoal, 0, added by: dragonkk
8841 - 3628 5136 0
// Rocktail shoal, 0, added by: dragonkk
8842 - 3632 5141 0
// Cavefish shoal, 0, added by: dragonkk
8841 - 3637 5139 0
// Cavefish shoal, 0, added by: dragonkk
8841 - 3641 5152 0
// Cavefish shoal, 0, added by: dragonkk
8841 - 3652 5141 0
// Rocktail shoal, 0, added by: dragonkk
8842 - 3695 5137 0
// Cavefish shoal, 0, added by: dragonkk
8841 - 3680 5110 0
// Rocktail shoal, 0, added by: dragonkk
8842 - 3684 5109 0
//living rock caverns monsters
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3664 5129 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3643 5126 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3655 5127 0
//RAREBOT DUMPED - Living rock remains, 0
8832 - 3651 5134 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3637 5113 0
//RAREBOT DUMPED - Living rock striker, 140
8832 - 3671 5131 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3674 5113 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3682 5134 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3683 5143 0
//RAREBOT DUMPED - Living rock protector, 120
8833 - 3660 5130 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3679 5151 0
//RAREBOT DUMPED - Living rock protector, 120
8833 - 3684 5129 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3676 5156 0
//RAREBOT DUMPED - Living rock striker, 140
8832 - 3654 5139 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3680 5146 0
//RAREBOT DUMPED - Rock critter, 0
8840 - 3646 5143 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3668 5148 0
//RAREBOT DUMPED - Rock critter, 0
8840 - 3641 5126 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3663 5145 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3639 5147 0
//RAREBOT DUMPED - Rock critter, 0
8840 - 3640 5140 0
//RAREBOT DUMPED - Rock critter, 0
8840 - 3630 5142 0
//RAREBOT DUMPED - Rock critter, 0
8840 - 3631 5130 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3628 5128 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3626 5121 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3648 5139 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3616 5131 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3634 5116 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3635 5111 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3612 5124 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3644 5104 0
//RAREBOT DUMPED - Rock critter, 0
8840 - 3626 5126 0
//RAREBOT DUMPED - Rock critter, 0
8840 - 3624 5098 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3627 5123 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3628 5096 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3636 5093 0
//RAREBOT DUMPED - Rock critter, 0
8840 - 3621 5089 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3630 5087 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3631 5107 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3647 5087 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3638 5101 0
//RAREBOT DUMPED - Rock critter, 0
8840 - 3648 5084 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3630 5108 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3662 5090 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3660 5093 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3672 5096 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3679 5105 0
//RAREBOT DUMPED - Living rock striker, 140
8833 - 3680 5104 0
//RAREBOT DUMPED - Living rock protector, 120
8832 - 3682 5100 0
// Living rock patriarch, 200, added by: dragonkk
8834 - 3658 5095 0
//thzaar city
//RSBOT DUMPED - Overgrown hellcat, 0
3503 - 4668 5058 0
//RSBOT DUMPED - TzHaar-Xil, 133
2606 - 4670 5081 0
//RSBOT DUMPED - TzHaar-Ket, 149
2614 - 4666 5082 0
//RSBOT DUMPED - TzHaar-Xil, 133
2608 - 4656 5091 0
//RSBOT DUMPED - TzHaar-Ket, 149
2614 - 4669 5103 0
//RSBOT DUMPED - TzHaar-Ket, 149
2611 - 4646 5107 0
//RSBOT DUMPED - TzHaar-Ket, 149
2611 - 4683 5098 0
//RSBOT DUMPED - TzHaar-Xil, 133
2609 - 4691 5090 0
//RSBOT DUMPED - TzHaar-Ket, 149
2611 - 4690 5113 0
//RSBOT DUMPED - TzHaar-Mej, 103
2595 - 4699 5100 0
//RSBOT DUMPED - TzHaar-Mej, 103
2592 - 4680 5117 0
//RSBOT DUMPED - TzHaar-Mej, 103
2594 - 4703 5123 0
//RSBOT DUMPED - TzHaar-Mej, 103
2594 - 4680 5126 0
//RSBOT DUMPED - TzHaar-Hur, 74
2601 - 4676 5123 0
//RSBOT DUMPED - TzHaar-Hur, 74
2601 - 4693 5127 0
//RSBOT DUMPED - TzHaar-Ket, 149
2615 - 4695 5128 0
//RSBOT DUMPED - TzHaar-Ket, 149
2616 - 4673 5114 0
//RSBOT DUMPED - TzHaar-Ket, 149
2614 - 4664 5121 0
//RSBOT DUMPED - TzHaar-Hur, 74
2600 - 4656 5125 0
//RSBOT DUMPED - TzHaar-Hur, 74
2602 - 4668 5133 0
//RSBOT DUMPED - TzHaar-Mej, 103
2595 - 4647 5132 0
//RSBOT DUMPED - TzHaar-Xil, 133
2606 - 4642 5115 0
//RSBOT DUMPED - Ga'al, 0
15132 - 4638 5111 0
//RSBOT DUMPED - TzHaar-Xil, 133
2605 - 4633 5125 0
//RSBOT DUMPED - TzHaar-Ket, 149
2616 - 4631 5106 0
//RSBOT DUMPED - TzHaar-Mej, 103
2596 - 4628 5117 0
//RSBOT DUMPED - TzHaar-Hur, 74
2602 - 4627 5122 0
//RSBOT DUMPED - TzHaar-Xil, 133
2607 - 4638 5095 0
//RSBOT DUMPED - TzHaar-Mej, 103
2597 - 4621 5094 0
//RSBOT DUMPED - TzHaar-Xil, 133
2608 - 4637 5093 0
//RSBOT DUMPED - TzHaar-Xil, 133
2605 - 4631 5088 0
//RSBOT DUMPED - TzHaar-Ket, 149
2615 - 4625 5084 0
//RSBOT DUMPED - TzHaar-Xil, 133
2609 - 4617 5073 0
//RSBOT DUMPED - TzHaar-Ket, 149
2614 - 4639 5074 0
//RSBOT DUMPED - TzHaar-Mej, 103
2595 - 4633 5069 0
//RSBOT DUMPED - TzHaar-Mej-Kah, 0
2618 - 4603 5065 0
//RSBOT DUMPED - TzHaar-Ket, 149
2615 - 4628 5134 0
//RSBOT DUMPED - TzHaar-Mej-Jal, 0
2617 - 4611 5132 0
//RSBOT DUMPED - TzHaar-Xil, 133
2607 - 4647 5141 0
//RSBOT DUMPED - TzHaar-Hur-Zuh, 0
2619 - 4644 5149 0
//RSBOT DUMPED - TzHaar-Hur-Roh, 0
2623 - 4655 5172 0
//RSBOT DUMPED - Ga'al, 0
15133 - 4630 5180 0
//RSBOT DUMPED - TzHaar-Mej-Lor, 0
7752 - 4432 5096 0
//RSBOT DUMPED - TzHaar-Mej, 0
7753 - 4438 5089 0
//RSBOT DUMPED - TzHaar-Mej, 0
7753 - 4428 5083 0
//RSBOT DUMPED - TzHaar-Mej, 0
7753 - 4437 5075 0
//RSBOT DUMPED - null, 0
15163 - 4436 5067 0
//RSBOT DUMPED - null, 0
15168 - 4667 5151 0
//RSBOT DUMPED - TzHaar-Ket, 0
2625 - 4668 5177 0
//RSBOT DUMPED - null, 0
15165 - 4670 5162 0
//RSBOT DUMPED - null, 0
15137 - 4671 5158 0
//RSBOT DUMPED - null, 0
15155 - 4672 5156 0
//RSBOT DUMPED - null, 0
15135 - 4672 5159 0
//RSBOT DUMPED - null, 0
15162 - 4674 5162 0
//RSBOT DUMPED - null, 0
15156 - 4675 5150 0
//RSBOT DUMPED - TzHaar-Ket, 0
2625 - 4676 5177 0
//RSBOT DUMPED - null, 0
15169 - 4678 5154 0
//RSBOT DUMPED - TzHaar-Hur-Lek, 0
2622 - 4689 5173 0
//RSBOT DUMPED - TzHaar-Xil, 133
2607 - 4699 5141 0
//RSBOT DUMPED - TzHaar-Xil, 133
2609 - 4711 5125 0
//RSBOT DUMPED - TzHaar-Ket, 149
2611 - 4720 5118 0
//RSBOT DUMPED - TzHaar-Hur, 74
2602 - 4714 5113 0
//RSBOT DUMPED - Ga'al, 0
15131 - 4720 5109 0
//RSBOT DUMPED - TzHaar-Hur, 74
2601 - 4724 5107 0
//RSBOT DUMPED - TzHaar-Ket, 149
2611 - 4716 5097 0
//RSBOT DUMPED - TzHaar-Hur, 74
2603 - 4711 5086 0
//RSBOT DUMPED - TzHaar-Xil, 133
2609 - 4727 5082 0
//RSBOT DUMPED - Ga'al, 0
15132 - 4731 5081 0
//RSBOT DUMPED - Ga'al, 0
15133 - 4732 5078 0
//RSBOT DUMPED - TzHaar-Ket, 149
2614 - 4704 5077 0
//RSBOT DUMPED - TzHaar-Mej, 103
2594 - 4730 5077 0
//RSBOT DUMPED - TzHaar-Hur, 74
2600 - 4711 5072 0
//RSBOT DUMPED - TzHaar-Ket, 149
2615 - 4725 5067 0
//RSBOT DUMPED - TzHaar-Ket-Grol, 0
7749 - 4739 5070 0
//RSBOT DUMPED - TzHaar-Xil, 133
2609 - 4748 5070 0
//RSBOT DUMPED - TzHaar-Ket, 149
2615 - 4748 5076 0
//RSBOT DUMPED - TzHaar-Hur, 74
2600 - 4751 5087 0
//RSBOT DUMPED - TzHaar-Hur, 74
2602 - 4752 5074 0
//RSBOT DUMPED - TzHaar-Ket, 149
2614 - 4688 5016 0
//RSBOT DUMPED - TzHaar-Xil, 133
2606 - 4756 5086 0
//RSBOT DUMPED - TzHaar-Xil, 133
2605 - 4760 5074 0
//RSBOT DUMPED - TzHaar-Ket-Rok, 0
7750 - 4765 5064 0
//RSBOT DUMPED - TzHaar-Ket, 149
2611 - 4762 5088 0
//RSBOT DUMPED - TzHaar-Hur, 74
2603 - 4760 5091 0
//RSBOT DUMPED - TzHaar-Mej, 103
2595 - 4757 5100 0
//RSBOT DUMPED - TzHaar-Xil, 133
2607 - 4774 5098 0
//RSBOT DUMPED - TzHaar-Hur-Klag, 0
7765 - 4776 5076 0
//RSBOT DUMPED - TzHaar-Mej-Kol, 0
7763 - 4777 5080 0
//RSBOT DUMPED - TzHaar-Mej, 103
2591 - 4786 5106 0
//RSBOT DUMPED - TzHaar-Hur, 74
2601 - 4788 5110 0
//RSBOT DUMPED - TzHaar-Mej, 103
2596 - 4787 5118 0
//RSBOT DUMPED - TzHaar-Hur, 74
2602 - 4789 5122 0
//RSBOT DUMPED - TzHaar-Ket, 149
2615 - 4790 5127 0
//RSBOT DUMPED - TzHaar-Hur-Frok, 0
7748 - 4752 5114 0
//RSBOT DUMPED - TzHaar-Xil-Tog, 0
7747 - 4751 5116 0
//RSBOT DUMPED - TzHaar-Mej-Malk, 0
7746 - 4755 5116 0
//RSBOT DUMPED - TzHaar-Ket-Lurk, 0
7751 - 4778 5070 0
//RSBOT DUMPED - TzHaar-Ket, 0
2624 - 4718 5148 0
//RSBOT DUMPED - TzHaar-Hur-Tel, 0
2620 - 4701 5153 0
//RSBOT DUMPED - null, 0
15164 - 4712 5158 0
//RSBOT DUMPED - null, 0
15157 - 4712 5161 0
//RSBOT DUMPED - null, 0
15161 - 4708 5164 0
//RSBOT DUMPED - TzHaar-Ket, 0
2624 - 4708 5173 0
//RSBOT DUMPED - TzHaar-Ket, 0
2624 - 4716 5178 0
//RSBOT DUMPED - TzHaar-Ket, 0
2624 - 4726 5173 0
//RSBOT DUMPED - TzHaar-Ket, 0
2624 - 4730 5163 0
//RSBOT DUMPED - TzHaar-Ket, 0
2624 - 4726 5153 0
//RSBOT DUMPED - TzHaar-Ket, 0
15194 - 4741 5171 0
//RSBOT DUMPED - TzHaar-Ket, 0
15193 - 4746 5171 0
//RSBOT DUMPED - TzHaar-Hur, 74
7768 - 4762 5156 0
//RSBOT DUMPED - TzHaar-Hur, 74
7767 - 4762 5145 0
//karanja full
//RSBOT DUMPED - null, 0
11665 - 2944 3147 0
//RSBOT DUMPED - null, 0
11654 - 2945 3147 0
//RSBOT DUMPED - Man, 2
3915 - 2945 3147 0
//RSBOT DUMPED - Customs officer, 0
380 - 2953 3149 0
//RSBOT DUMPED - Trader Crewmember, 0
4655 - 2955 3154 0
//RSBOT DUMPED - Gull, 0
2727 - 2960 3149 0
//RSBOT DUMPED - Luthas, 0
379 - 2938 3154 0
//RSBOT DUMPED - Zambo, 0
568 - 2925 3143 0
//RSBOT DUMPED - null, 0
11655 - 2910 3157 0
//RSBOT DUMPED - null, 0
11666 - 2908 3157 0
//RSBOT DUMPED - null, 0
11677 - 2904 3150 0
//RSBOT DUMPED - Shopkeeper Kofi, 0
11674 - 2902 3147 0
//RSBOT DUMPED - null, 0
5022 - 2907 3169 0
//RSBOT DUMPED - null, 0
5021 - 2906 3173 0
//RSBOT DUMPED - Fishing spot, 0
324 - 2926 3176 0
//RSBOT DUMPED - Fishing spot, 0
324 - 2926 3179 0
//RSBOT DUMPED - Fishing spot, 0
324 - 2921 3178 0
//RSBOT DUMPED - Fishing spot, 0
323 - 2923 3179 0
//RSBOT DUMPED - Fishing spot, 0
323 - 2924 3181 0
//RSBOT DUMPED - Fishing spot, 0
323 - 2926 3180 0
//RSBOT DUMPED - null, 0
5020 - 2905 3180 0
//RSBOT DUMPED - Man, 2
170 - 2892 3175 0
//RSBOT DUMPED - Swarm, 0
411 - 2887 3164 0
//RSBOT DUMPED - Snake, 5
128 - 2877 3154 0
//RSBOT DUMPED - Swarm, 0
411 - 2878 3161 0
//RSBOT DUMPED - Snake, 5
128 - 2878 3153 0
//RSBOT DUMPED - Monkey, 3
132 - 2874 3155 0
//RSBOT DUMPED - Scorpion, 14
107 - 2872 3160 0
//RSBOT DUMPED - Snake, 5
128 - 2870 3161 0
//RSBOT DUMPED - Scorpion, 14
107 - 2870 3160 0
//RSBOT DUMPED - Scorpion, 14
107 - 2869 3175 0
//RSBOT DUMPED - Scorpion, 14
107 - 2824 3112 0
//RSBOT DUMPED - Monkey, 3
132 - 2881 3149 0
//RSBOT DUMPED - Scorpion, 14
107 - 2859 3168 0
//RSBOT DUMPED - Imp, 2
708 - 2855 3171 0
//RSBOT DUMPED - Scorpion, 14
107 - 2853 3155 0
//RSBOT DUMPED - Monkey, 3
132 - 2871 3145 0
//RSBOT DUMPED - Stiles, 0
11267 - 2851 3143 0
//RSBOT DUMPED - Imp, 2
708 - 2852 3187 0
//RSBOT DUMPED - Imp, 2
708 - 2839 3183 0
//RSBOT DUMPED - Monkey, 3
132 - 2826 3190 0
//RSBOT DUMPED - Snake, 5
128 - 2820 3192 0
//RSBOT DUMPED - Rat, 1
47 - 2816 3167 0
//RSBOT DUMPED - Imp, 2
708 - 2815 3181 0
//RSBOT DUMPED - Imp, 2
708 - 2830 3165 0
//RSBOT DUMPED - Gourmet impling, 0
1030 - 2843 3155 0
//RSBOT DUMPED - Scorpion, 14
107 - 2847 3154 0
//RSBOT DUMPED - Gull, 0
146 - 2827 3139 0
//RSBOT DUMPED - Thief, 16
8 - 2812 3157 0
//RSBOT DUMPED - Grubor, 0
789 - 2811 3167 0
//RSBOT DUMPED - Trobert, 0
1884 - 2811 3174 0
//RSBOT DUMPED - Rat, 1
47 - 2808 3169 0
//RSBOT DUMPED - Thief, 16
8 - 2806 3182 0
//RSBOT DUMPED - Pirate, 23
183 - 2805 3160 0
//RSBOT DUMPED - Pirate, 23
183 - 2805 3189 0
//RSBOT DUMPED - Monkey, 3
132 - 2809 3189 0
//RSBOT DUMPED - Cap'n Izzy No-Beard, 0
437 - 2807 3191 0
//RSBOT DUMPED - Pirate Jackie the Fruit, 0
1055 - 2811 3191 0
//RSBOT DUMPED - Pirate Guard, 19
799 - 2803 3196 0
//RSBOT DUMPED - Pirate, 23
183 - 2810 3196 0
//RSBOT DUMPED - Pirate, 23
6347 - 2799 3167 0
//RSBOT DUMPED - Pirate, 23
6350 - 2798 3182 0
//RSBOT DUMPED - Pirate, 23
6348 - 2796 3185 0
//RSBOT DUMPED - Pirate, 23
6346 - 2796 3188 0
//RSBOT DUMPED - Pirate, 23
6349 - 2797 3185 0
//RSBOT DUMPED - Pirate, 23
183 - 2795 3167 0
//RSBOT DUMPED - Pirate, 23
183 - 2794 3185 0
//RSBOT DUMPED - Thief, 16
8 - 2792 3176 0
//RSBOT DUMPED - Charlie the cook, 0
794 - 2792 3190 0
//RSBOT DUMPED - Alfonse the waiter, 0
793 - 2793 3189 0
//RSBOT DUMPED - Kangai Mau, 0
846 - 2791 3183 0
//RSBOT DUMPED - null, 0
3111 - 2788 3176 0
//RSBOT DUMPED - null, 0
3110 - 2788 3176 0
//RSBOT DUMPED - Imp, 2
708 - 2789 3178 0
//RSBOT DUMPED - Guard dog, 44
99 - 2788 3197 0
//RSBOT DUMPED - Praistan Ebola, 0
4562 - 2801 3201 0
//RSBOT DUMPED - Monkey, 3
132 - 2788 3175 0
//RSBOT DUMPED - Pirate, 23
6347 - 2787 3188 0
//RSBOT DUMPED - Guard dog, 44
99 - 2786 3197 0
//RSBOT DUMPED - Guard dog, 44
99 - 2783 3194 0
//RSBOT DUMPED - Hajedy, 0
510 - 2780 3211 0
//RSBOT DUMPED - Pirate Guard, 19
799 - 2778 3197 0
//RSBOT DUMPED - Pirate Guard, 19
799 - 2777 3194 0
//RSBOT DUMPED - Pirate Guard, 19
799 - 2777 3199 0
//RSBOT DUMPED - Grip, 22
792 - 2774 3197 0
//RSBOT DUMPED - Pirate Guard, 19
799 - 2771 3193 0
//RSBOT DUMPED - null, 0
4955 - 2772 3223 0
//RSBOT DUMPED - Snake, 5
128 - 2770 3213 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2768 3206 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2768 3211 0
//RSBOT DUMPED - Garth, 0
2330 - 2766 3211 0
//RSBOT DUMPED - Tool leprechaun, 0
7558 - 2764 3208 0
//RSBOT DUMPED - Customs officer, 0
380 - 2770 3226 0
//RSBOT DUMPED - Trader Crewmember, 0
4651 - 2760 3239 0
//RSBOT DUMPED - Pirate Guard, 19
799 - 2761 3192 0
//RSBOT DUMPED - null, 0
8639 - 2745 3198 0
//RSBOT DUMPED - null, 0
8639 - 2734 3191 0
//RSBOT DUMPED - Strange plant, 0
8640 - 2744 3200 0
//RSBOT DUMPED - null, 0
8639 - 2728 3197 0
//RSBOT DUMPED - Poison Scorpion, 20
108 - 2726 3217 0
//RSBOT DUMPED - Poison Scorpion, 20
108 - 2728 3218 0
//RSBOT DUMPED - Poison Scorpion, 20
108 - 2735 3219 0
//RSBOT DUMPED - Poison Scorpion, 20
108 - 2723 3212 0
//RSBOT DUMPED - Poison Scorpion, 20
108 - 2721 3216 0
//RSBOT DUMPED - Poison Scorpion, 20
108 - 2716 3219 0
//RSBOT DUMPED - Poison Scorpion, 20
108 - 2725 3227 0
//RSBOT DUMPED - Monkey, 3
132 - 2732 3186 0
//RSBOT DUMPED - Strange plant, 0
8640 - 2726 3197 0
//RSBOT DUMPED - Imp, 2
708 - 2752 3178 0
//RSBOT DUMPED - Snake, 5
128 - 2759 3179 0
//RSBOT DUMPED - Dell Monti, 0
3227 - 2761 3187 0
//RSBOT DUMPED - Snake, 5
128 - 2741 3173 0
//RSBOT DUMPED - Monkey, 3
132 - 2749 3171 0
//RSBOT DUMPED - Snake, 5
128 - 2757 3170 0
//RSBOT DUMPED - Monkey, 3
132 - 2751 3169 0
//RSBOT DUMPED - Snake, 5
128 - 2746 3167 0
//RSBOT DUMPED - Lubufu, 0
1171 - 2775 3174 0
//RSBOT DUMPED - Pirate Guard, 19
799 - 2775 3190 0
//RSBOT DUMPED - Fishing spot, 0
1178 - 2768 3165 0
//RSBOT DUMPED - Garv, 0
788 - 2777 3185 0
//RSBOT DUMPED - Snake, 5
128 - 2784 3173 0
//RSBOT DUMPED - Thief, 16
8 - 2787 3176 0
//RSBOT DUMPED - Pirate, 23
6346 - 2797 3169 0
//RSBOT DUMPED - Pirate, 23
6348 - 2791 3158 0
//RSBOT DUMPED - Bartender, 0
735 - 2795 3158 0
//RSBOT DUMPED - Pirate, 23
6350 - 2794 3159 0
//RSBOT DUMPED - Pirate, 23
6346 - 2792 3159 0
//RSBOT DUMPED - Pirate, 23
6349 - 2793 3160 0
//RSBOT DUMPED - Pirate, 23
6348 - 2798 3155 0
//RSBOT DUMPED - Davon, 0
588 - 2803 3152 0
//RSBOT DUMPED - Monkey, 3
132 - 2748 3162 0
//RSBOT DUMPED - Imp, 2
708 - 2762 3161 0
//RSBOT DUMPED - Fly trap, 0
151 - 2755 3156 0
//RSBOT DUMPED - Fly trap, 0
151 - 2761 3155 0
//RSBOT DUMPED - Saniboch, 0
1595 - 2744 3151 0
//RSBOT DUMPED - Snake, 5
128 - 2746 3147 0
//RSBOT DUMPED - Snake, 5
128 - 2733 3162 0
//RSBOT DUMPED - Snake, 5
128 - 2730 3146 0
//RSBOT DUMPED - Tribesman, 32
191 - 2730 3161 0
//RSBOT DUMPED - Tribesman, 32
191 - 2729 3159 0
//RSBOT DUMPED - Tribesman, 32
191 - 2727 3163 0
//RSBOT DUMPED - Tribesman, 32
191 - 2725 3157 0
//RSBOT DUMPED - Tribesman, 32
191 - 2726 3161 0
//RSBOT DUMPED - Tribesman, 32
191 - 2725 3161 0
//RSBOT DUMPED - Tribesman, 32
191 - 2723 3155 0
//RSBOT DUMPED - Tribesman, 32
191 - 2723 3156 0
//RSBOT DUMPED - Tribesman, 32
191 - 2725 3162 0
//RSBOT DUMPED - Drummer, 0
8719 - 2771 3131 0
//RSBOT DUMPED - null, 0
4956 - 2783 3119 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2779 3119 0
//RSBOT DUMPED - Jiminua, 0
560 - 2766 3117 0
//RSBOT DUMPED - Snake, 5
128 - 2782 3104 0
//RSBOT DUMPED - Snake, 5
128 - 2782 3103 0
//RSBOT DUMPED - null, 0
2522 - 2758 3099 0
//RSBOT DUMPED - null, 0
2531 - 2785 3094 0
//RSBOT DUMPED - null, 0
2516 - 2792 3102 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2794 3110 0
//RSBOT DUMPED - null, 0
871 - 2796 3103 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2796 3106 0
//RSBOT DUMPED - Tool leprechaun, 0
7560 - 2796 3104 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2796 3115 0
//RSBOT DUMPED - Snake, 5
128 - 2777 3090 0
//RSBOT DUMPED - Snake, 5
128 - 2773 3089 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2799 3107 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2799 3117 0
//RSBOT DUMPED - Baby monkey, 0
7232 - 2802 3106 0
//RSBOT DUMPED - Snake, 5
128 - 2803 3115 0
//RSBOT DUMPED - Baby monkey, 0
7232 - 2807 3101 0
//RSBOT DUMPED - Baby monkey, 0
7232 - 2806 3108 0
//RSBOT DUMPED - Baby monkey, 0
7232 - 2808 3105 0
//RSBOT DUMPED - Snake, 5
128 - 2808 3112 0
//RSBOT DUMPED - Baby monkey, 0
7232 - 2814 3100 0
//RSBOT DUMPED - Trufitus, 0
740 - 2808 3088 0
//RSBOT DUMPED - Baby monkey, 0
7229 - 2833 3088 0
//RSBOT DUMPED - Baby gecko, 0
7285 - 2835 3107 0
//RSBOT DUMPED - Baby gecko, 0
7285 - 2836 3101 0
//RSBOT DUMPED - Baby gecko, 0
7285 - 2836 3110 0
//RSBOT DUMPED - Baby gecko, 0
7285 - 2837 3112 0
//RSBOT DUMPED - Baby monkey, 0
7229 - 2830 3085 0
//RSBOT DUMPED - Baby gecko, 0
7285 - 2841 3107 0
//RSBOT DUMPED - Baby monkey, 0
7229 - 2844 3089 0
//RSBOT DUMPED - Gecko, 0
7290 - 2845 3088 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2857 3091 0
//RSBOT DUMPED - Jungle spider, 44
62 - 2857 3092 0
//RSBOT DUMPED - Harpie Bug Swarm, 46
3153 - 2857 3102 0
//RSBOT DUMPED - Harpie Bug Swarm, 46
3153 - 2856 3108 0
//RSBOT DUMPED - Baby monkey, 0
7229 - 2837 3084 0
