//id - hitpoints attackemote defenceemote deathemote attackspeed respawndelay maxhit attackstyle attackgfx attackprojectile agrotype agroratio
//dummy
//Spirit coraxatrice
6885 - 125 7762 7761 7763 8 0 140 MAGE 1467 1468 PASSIVE 4
//Spirit coraxatrice
6886 - 662 7762 7761 7763 8 0 140 MAGE 1467 1468 PASSIVE 4
//Spirit vulatrice
6887 - 125 7762 7761 7763 8 0 140 MAGE 1467 1468 PASSIVE 4
//Spirit vulatrice
6888 - 662 7762 7761 7763 8 0 140 MAGE 1467 1468 PASSIVE 4
//Barker toad
6889 - 125 7260 7257 7256 8 0 216 MELEE -1 -1 PASSIVE 4
//Barker toad
6890 - 950 7260 7257 7256 8 0 216 MELEE -1 -1 PASSIVE 4
//Bulldog puppy
6969 - 210 8304 8306 8305 4 0 220 MELEE -1 -1 PASSIVE 4
//Druid
6972 - 300 7181 7186 7185 4 30 40 MELEE -1 -1 PASSIVE 4
//Druid
6973 - 300 15914 7186 7185 4 30 40 MELEE -1 -1 PASSIVE 4
//Druid
6974 - 300 15914 7186 7185 4 30 40 MELEE -1 -1 PASSIVE 4
//Druid
6975 - 300 7181 7186 7185 4 30 40 MELEE -1 -1 PASSIVE 4
//Druid
6976 - 300 7182 7186 7185 4 30 40 MELEE -1 -1 PASSIVE 4
//Druid
6977 - 300 7182 7186 7185 4 30 40 MELEE -1 -1 PASSIVE 4
//Druid
6978 - 300 7182 7186 7185 4 30 40 MELEE -1 -1 PASSIVE 4
//Druid
6979 - 300 7181 7186 7185 4 30 40 MELEE -1 -1 PASSIVE 4
//Druid
6980 - 300 7182 7186 7185 4 30 40 MELEE -1 -1 PASSIVE 4
//Druidess
6981 - 300 7182 7186 7185 4 30 50 MELEE -1 -1 PASSIVE 4
//Druidess
6982 - 300 7181 7186 7185 4 30 50 MELEE -1 -1 PASSIVE 4
//Druidess
6983 - 300 7182 7186 7185 4 30 50 MELEE -1 -1 PASSIVE 4
//Druidess
6984 - 300 7181 7186 7185 4 30 50 MELEE -1 -1 PASSIVE 4
//Druidess
6985 - 300 7182 7186 7185 4 30 50 MELEE -1 -1 PASSIVE 4
//Druidess
6986 - 300 7182 7186 7185 4 30 50 MELEE -1 -1 PASSIVE 4
//Druidess
6987 - 300 7182 7186 7185 4 30 50 MELEE -1 -1 PASSIVE 4
//Spirit jelly
6992 - 125 8569 8571 8570 8 0 180 MELEE -1 -1 PASSIVE 4
//Spirit jelly
6993 - 812 8569 8571 8570 8 0 180 MELEE -1 -1 PASSIVE 4
//Spirit kalphite
6994 - 770 8519 8518 8517 8 0 50 MELEE -1 -1 PASSIVE 4
//Spirit kalphite
6995 - 770 8519 8518 8517 8 0 50 MELEE -1 -1 PASSIVE 4
//Fire giant
7003 - 1110 4666 4664 4668 5 30 116 MELEE -1 -1 AGRESSIVE 2
//Fire giant
7004 - 1110 4666 4664 4668 5 30 116 MELEE -1 -1 AGRESSIVE 2
//Big wolf
7005 - 740 6559 6557 6558 4 30 74 MELEE -1 -1 PASSIVE 2
//Ogress champion
7078 - 880 8636 8638 8640 4 30 100 MELEE -1 -1 PASSIVE 2
//Ogress warrior
7079 - 800 8636 8638 8640 4 30 120 MELEE -1 -1 PASSIVE 2
//Ogress warrior
7080 - 800 8637 8639 8641 4 30 120 MELEE -1 -1 PASSIVE 2
//Ogress
7081 - 710 8636 8638 8640 4 30 80 MELEE -1 -1 PASSIVE 2
//Ogress
7082 - 710 8637 8639 8641 4 30 80 MELEE -1 -1 PASSIVE 2
//Ork statue
7084 - 450 11402 11401 11400 4 30 70 MELEE -1 -1 PASSIVE 2
//Ogre statue
7085 - 600 11404 11405 11403 4 30 80 MELEE -1 -1 PASSIVE 2
//Ourg statue
7086 - 1600 11408 11409 11410 4 30 203 MELEE -1 -1 PASSIVE 2
//Chaos druid
7105 - 200 7182 425 836 4 30 30 MELEE -1 -1 PASSIVE 2
//Thug
7106 - 22 386 -1 836 4 30 1 MELEE -1 -1 PASSIVE 5
//Thug
7107 - 22 386 -1 836 4 30 1 MELEE -1 -1 PASSIVE 5
//Thug
7108 - 22 386 -1 836 4 30 1 MELEE -1 -1 PASSIVE 5
//Thug
7109 - 22 386 -1 836 4 30 1 MELEE -1 -1 PASSIVE 5
//Thug
7110 - 22 386 -1 836 4 30 1 MELEE -1 -1 PASSIVE 5
//Thug
7111 - 22 386 -1 836 4 30 1 MELEE -1 -1 PASSIVE 5
//Thug
7112 - 22 386 -1 836 4 30 1 MELEE -1 -1 PASSIVE 5
//Thug
7113 - 22 386 -1 836 4 30 1 MELEE -1 -1 PASSIVE 5
//Thug
7114 - 22 386 -1 836 4 30 1 MELEE -1 -1 PASSIVE 5
//Bork
7133 - 3000 8754 8755 8756 8 30 254 MELEE -1 -1 AGRESSIVE 64
//Bork
7134 - 3000 8754 8755 8756 8 30 254 MELEE -1 -1 AGRESSIVE 64
//Ork legion
7135 - 500 8760 8762 8761 4 30 82 MELEE -1 -1 AGRESSIVE 2
//Dagon'hai Monk
7138 - 880 14222 425 836 4 30 110 MAGE_FOLLOW 2714 2719 PASSIVE 2
//Dagon'hai Monk
7139 - 880 14222 425 836 4 30 110 MAGE_FOLLOW 2714 2719 PASSIVE 2
//Dagon'hai Monk
7140 - 880 14222 425 836 4 30 110 MAGE_FOLLOW 2714 2719 PASSIVE 2
//Forgotten ranger
7141 - 18 426 -1 836 5 30 5 RANGE -1 -1 AGRESSIVE 5
//Cockroach drone
7158 - 110 8785 8791 8788 4 30 20 MELEE -1 -1 PASSIVE 4
//Cockroach worker
7159 - 540 8787 8791 8790 4 30 60 MELEE -1 -1 PASSIVE 4
//Cockroach soldier
7160 - 960 8786 8792 8789 4 30 104 MELEE -1 -1 PASSIVE 4
//Mugger
7161 - 80 422 425 836 4 30 14 MELEE -1 -1 AGRESSIVE 2
//Mugger
7162 - 80 422 425 836 4 30 14 MELEE -1 -1 AGRESSIVE 2
//Swamp titan
7329 - 5560 8222 8224 8226 8 0 160 MELEE -1 -1 PASSIVE 4
//Swamp titan
7330 - 5560 8222 8224 8226 8 0 160 MELEE -1 -1 PASSIVE 4
//Spirit mosquito
7331 - 430 8032 8034 8033 8 0 42 MELEE -1 -1 PASSIVE 4
//Spirit mosquito
7332 - 430 8032 8034 8033 8 0 42 MELEE -1 -1 PASSIVE 4
//Void spinner
7334 - 550 8172 8185 8176 8 30 111 MELEE -1 -1 PASSIVE 5
//Forge regent
7335 - 125 7863 7865 7864 8 0 248 MELEE -1 -1 PASSIVE 4
//Forge regent
7336 - 1075 7863 7865 7864 8 0 248 MELEE -1 -1 PASSIVE 4
//Spirit larupia
7337 - 125 5228 5227 5230 8 0 187 MELEE -1 -1 PASSIVE 4
//Spirit larupia
7338 - 837 5228 5227 5230 8 0 187 MELEE -1 -1 PASSIVE 4
//Geyser titan
7339 - 6200 7879 7878 7880 8 0 215 MELEE -1 -1 PASSIVE 4
//Geyser titan
7340 - 6200 7879 7878 7880 8 0 215 MELEE -1 -1 PASSIVE 4
//Lava titan
7341 - 5280 7980 7981 7692 8 0 140 MELEE -1 -1 PASSIVE 4
//Lava titan
7342 - 5280 7980 7981 7692 8 0 140 MELEE -1 -1 PASSIVE 4
//Steel titan
7343 - 7540 8183 8185 8184 8 0 244 MAGE -1 -1 PASSIVE 4
//Steel titan
7344 - 7540 8183 8185 8184 8 0 244 MAGE -1 -1 PASSIVE 4
//Obsidian golem
7345 - 125 8050 8051 8052 8 0 237 MELEE -1 -1 PASSIVE 4
//Obsidian golem
7346 - 1037 8050 8051 8052 8 0 237 MELEE -1 -1 PASSIVE 4
//Talon beast
7347 - 125 5989 5988 5990 8 0 252 MELEE -1 -1 PASSIVE 4
//Talon beast
7348 - 1087 5989 5988 5990 8 0 252 MELEE -1 -1 PASSIVE 4
//Abyssal titan
7349 - 6670 7693 7691 7979 8 0 229 MELEE -1 -1 PASSIVE 4
//Abyssal titan
7350 - 6670 7693 7691 7979 8 0 229 MELEE -1 -1 PASSIVE 4
//Void torcher
7351 - 450 8235 8237 8236 8 30 95 MELEE -1 -1 AGRESSIVE 5
//Void torcher
7352 - 550 8235 8237 8236 8 30 111 MELEE -1 -1 AGRESSIVE 5
//Giant chinchompa
7353 - 500 7755 7753 7758 8 0 97 MELEE -1 -1 PASSIVE 4
//Giant chinchompa
7354 - 487 7755 7753 7758 8 0 97 MELEE -1 -1 PASSIVE 4
//Fire titan
7356 - 4760 7834 7832 7833 8 0 152 MELEE -1 -1 PASSIVE 4
//Moss titan
7357 - 4760 7844 7842 7843 8 0 150 MELEE -1 -1 PASSIVE 4
//Moss titan
7358 - 4760 7844 7842 7843 8 0 150 MELEE -1 -1 PASSIVE 4
//Ice titan
7359 - 4760 8183 8185 8184 8 0 152 MELEE -1 -1 PASSIVE 4
//Ice titan
7360 - 4760 8183 8185 8184 8 0 152 MELEE -1 -1 PASSIVE 4
//Spirit Tz-Kih
7361 - 620 8257 8256 8258 8 0 50 MELEE -1 -1 PASSIVE 4
//Spirit Tz-Kih
7362 - 620 8257 8256 8258 8 0 50 MELEE -1 -1 PASSIVE 4
//Spirit graahk
7363 - 125 5228 5227 5230 8 0 187 MAGE 1367 -1 PASSIVE 4
//Spirit graahk
7364 - 837 5229 5227 5230 8 0 187 MAGE 1367 -1 PASSIVE 4
//Spirit kyatt
7365 - 125 5228 5227 5230 8 0 187 MAGE 1365 -1 PASSIVE 4
//Spirit kyatt
7366 - 837 5228 5227 5230 8 0 187 MAGE 1365 -1 PASSIVE 4
//Void shifter
7368 - 550 8131 -1 8133 8 30 111 MELEE -1 -1 PASSIVE 5
//Void ravager
7371 - 550 8086 -1 8087 8 30 111 MELEE -1 -1 PASSIVE 5
//Ravenous locust
7373 - 1000 7994 7995 7996 8 0 226 MELEE -1 -1 PASSIVE 4
//Ravenous locust
7374 - 125 7994 7995 7996 4 0 0 MELEE -1 -1 PASSIVE 4
//Iron titan
7375 - 6940 7946 7948 7947 8 0 230 MELEE -1 -1 PASSIVE 4
//Iron titan
7376 - 6940 7946 7948 7947 8 0 230 MELEE -1 -1 PASSIVE 4
//Pyrelord
7378 - 700 17492 -1 17491 8 30 151 MELEE -1 -1 PASSIVE 5
//Yeti
7379 - 1200 8965 8966 8967 4 30 89 MELEE -1 -1 AGRESSIVE 2
//Yeti
7380 - 1200 8965 8966 8967 4 30 89 MELEE -1 -1 AGRESSIVE 2
//Gnoeals
7381 - 750 8955 8957 8956 4 30 120 MELEE -1 -1 AGRESSIVE 2
//Gnoeals
7382 - 750 8955 8957 8956 4 30 120 MELEE -1 -1 AGRESSIVE 2
//Mysterious shade
7398 - 31 25 -1 13407 5 30 5 MELEE -1 -1 AGRESSIVE 5
//Highwayman
7443 - 130 386 425 836 4 30 30 MELEE -1 -1 PASSIVE 2
//Jelly
7459 - 750 -1 -1 -1 5 30 60 MELEE -1 -1 PASSIVE 4
//Jelly
7460 - 750 -1 -1 -1 5 30 60 MELEE -1 -1 PASSIVE 4
//Tumeken's shadow
7475 - 400 11628 11627 11629 4 30 140 MELEE -1 -1 PASSIVE 4
//Tumeken's shadow
7476 - 500 11628 11627 11629 4 30 140 MELEE -1 -1 PASSIVE 4
//Tumeken's shadow
7477 - 500 11628 11627 11629 4 30 140 MELEE -1 -1 PASSIVE 4
//Tumeken's shadow
7479 - 600 11628 11627 11629 4 30 140 MELEE -1 -1 PASSIVE 4
//Tumeken's shadow
7480 - 700 11628 11627 11629 4 30 140 MELEE -1 -1 PASSIVE 4
//Skeleton looter
7481 - 187 11637 -1 5491 4 30 30 MELEE -1 -1 PASSIVE 5
//Skeleton looter
7482 - 187 11637 -1 5491 4 30 30 MELEE -1 -1 PASSIVE 5
//Skeleton looter
7483 - 187 11637 -1 5491 4 30 30 MELEE -1 -1 PASSIVE 5
//Skeleton looter
7484 - 187 11637 -1 5491 4 30 30 MELEE -1 -1 PASSIVE 5
//Skeleton looter
7485 - 187 11637 -1 5491 4 30 30 MELEE -1 -1 PASSIVE 5
//Skeleton looter
7486 - 187 11637 -1 5491 4 30 30 MELEE -1 -1 PASSIVE 5
//Skeleton looter
7487 - 187 11637 -1 5491 4 30 30 MELEE -1 -1 PASSIVE 5
//Skeleton looter
7488 - 187 11637 -1 5491 4 30 30 MELEE -1 -1 PASSIVE 5
//Bandit looter
7492 - 187 9705 -1 836 4 30 30 MELEE -1 -1 PASSIVE 5
//Bandit looter
7493 - 187 9715 -1 836 4 30 30 MELEE -1 -1 PASSIVE 5
//Bandit looter
7494 - 187 9705 -1 836 4 30 30 MELEE -1 -1 PASSIVE 5
//Bandit looter
7495 - 187 9715 -1 836 4 30 30 MELEE -1 -1 PASSIVE 5
//Bandit looter
7496 - 187 9705 -1 836 4 30 30 MELEE -1 -1 PASSIVE 5
//Golem guard
7497 - 750 11639 11640 11642 4 30 50 MELEE -1 -1 PASSIVE 4
//Small scarab
7500 - 400 11632 11633 11634 4 30 15 MELEE -1 -1 AGRESSIVE 2
//Small scarab
7501 - 400 11632 11633 11634 4 30 15 MELEE -1 -1 AGRESSIVE 2
//Small scarab
7502 - 400 11632 11633 11634 4 30 15 MELEE -1 -1 AGRESSIVE 2
//Small scarab
7503 - 400 11632 11633 11634 4 30 15 MELEE -1 -1 AGRESSIVE 2
//Khazard Guard
7528 - 220 395 425 836 4 30 30 MELEE -1 -1 PASSIVE 4
//Vyrewatch
7606 - 950 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7607 - 1050 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7608 - 1200 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7609 - 1300 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7614 - 950 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7615 - 1050 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7616 - 1200 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7617 - 1300 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7618 - 950 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7619 - 1050 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7620 - 1200 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7621 - 1300 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7626 - 950 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7627 - 1050 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7628 - 1200 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7629 - 1300 -1 -1 -1 4 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7631 - 950 -1 -1 -1 5 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7632 - 1200 -1 -1 -1 5 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7634 - 950 -1 -1 -1 8 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7635 - 1200 -1 -1 -1 8 30 150 MELEE -1 -1 AGRESSIVE 2
//Skeletal hand
7640 - 1000 9125 9127 9126 4 30 130 MELEE -1 -1 PASSIVE 2
//Zombie hand
7641 - 1000 9125 -1 9126 4 30 150 MELEE -1 -1 PASSIVE 4
//Mutated bloodveld
7642 - 1780 9102 -1 9131 4 30 90 MELEE -1 -1 PASSIVE 2
//Mutated bloodveld
7643 - 1960 9102 -1 9131 4 30 90 MELEE -1 -1 PASSIVE 2
//Zaromark Sliver
7644 - 880 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Zaromark Sliver
7645 - 880 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Zaromark Sliver
7646 - 880 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Zaromark Sliver
7647 - 880 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Zaromark Sliver
7648 - 880 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Zaromark Sliver
7649 - 880 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Zaromark Sliver
7650 - 880 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Zaromark Sliver
7651 - 880 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Fistandantilus
7654 - 650 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Fistandantilus
7655 - 650 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Fistandantilus
7656 - 650 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Fistandantilus
7657 - 650 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Fistandantilus
7658 - 650 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Fistandantilus
7659 - 650 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Fistandantilus
7660 - 650 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Fistandantilus
7661 - 650 -1 -1 -1 4 30 80 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7682 - 1050 -1 -1 -1 6 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7683 - 1050 -1 -1 -1 6 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7691 - 950 -1 -1 -1 5 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7692 - 1050 -1 -1 -1 5 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7693 - 1200 -1 -1 -1 5 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7694 - 1200 -1 -1 -1 5 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7695 - 950 -1 -1 -1 6 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7696 - 1050 -1 -1 -1 6 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7697 - 1200 -1 -1 -1 6 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7698 - 1200 -1 -1 -1 6 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7699 - 950 -1 -1 -1 5 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7700 - 1050 -1 -1 -1 5 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7701 - 1200 -1 -1 -1 5 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7702 - 1300 -1 -1 -1 5 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7703 - 950 -1 -1 -1 6 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7704 - 1050 -1 -1 -1 6 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7705 - 1200 -1 -1 -1 6 30 150 MELEE -1 -1 AGRESSIVE 2
//Vyrewatch
7706 - 1300 -1 -1 -1 6 30 150 MELEE -1 -1 AGRESSIVE 2
//Cerberus
7711 - 450 6565 6563 6564 4 30 30 MELEE -1 -1 PASSIVE 4
//Baby icefiend
7713 - 625 8080 8084 8078 4 30 0 MAGE_FOLLOW -1 -1 AGRESSIVE 2
//Icefiend
7714 - 625 8080 8084 8078 4 30 25 MAGE -1 -1 AGRESSIVE 2
//Icefiend
7715 - 156 17492 8084 17491 4 30 25 MAGE -1 -1 PASSIVE 2
//null
7716 - 625 8080 8084 8078 4 30 25 MAGE -1 -1 AGRESSIVE 2
//Monk
7727 - 75 422 -1 836 4 30 12 MELEE -1 -1 PASSIVE 5
//Baby icefiend
7736 - 625 8080 8084 8078 4 30 0 MAGE_FOLLOW -1 -1 AGRESSIVE 2
//Forgotten warrior
7741 - 22 12310 -1 836 4 30 5 MAGE -1 -1 AGRESSIVE 5
//TzHaar-Hur
7767 - 800 16098 -1 16178 5 30 94 MAGE -1 -1 PASSIVE 4
//TzHaar-Hur
7768 - 800 -1 -1 -1 5 30 94 MAGE -1 -1 PASSIVE 4
//TzHaar-Hur
7769 - 800 -1 -1 -1 5 30 94 MAGE -1 -1 PASSIVE 4
//Lava monster
7772 - 260 9337 -1 9340 6 30 80 MELEE -1 -1 PASSIVE 2
//Fire monster
7773 - 260 9341 9342 9344 6 30 8 MELEE -1 -1 PASSIVE 2
//Skeleton
7774 - 56 5485 5513 5491 4 30 9 MELEE -1 -1 AGRESSIVE 2
//Skeleton
7775 - 475 12632 5513 5491 4 30 8 MELEE -1 -1 AGRESSIVE 2
//Skeleton
7776 - 387 12632 5513 5491 4 30 7 MELEE -1 -1 AGRESSIVE 2
//Skeleton
7777 - 387 12632 5513 5491 4 30 9 MELEE -1 -1 AGRESSIVE 2
//Skeleton
7778 - 350 12632 5513 5491 4 30 9 MELEE -1 -1 AGRESSIVE 2
//Mighty banshee
7786 - 850 9449 9451 9450 4 30 90 MELEE -1 -1 PASSIVE 2
//Cave crawler
7787 - 1220 -1 -1 -1 4 30 32 MELEE -1 -1 AGRESSIVE 2
//Skeleton
7788 - 662 12632 5513 5491 4 30 9 MELEE -1 -1 AGRESSIVE 2
//Banshee mistress
7793 - 2220 9449 9451 9378 4 30 140 MELEE -1 -1 AGRESSIVE 2
//Insectoid assassin
7795 - 600 7607 -1 7609 4 30 180 MELEE -1 -1 PASSIVE 2
//Kurask overlord
7797 - 2500 -1 -1 -1 4 30 300 MELEE -1 -1 PASSIVE 2
//Monstrous cave crawler
7798 - 2650 9414 -1 9418 4 30 240 RANGE -1 -1 PASSIVE 2
//Basilisk boss
7799 - 2700 -1 261 -1 4 30 300 MELEE -1 -1 PASSIVE 2
//Mightiest turoth
7800 - 1750 9413 -1 9472 4 30 165 MELEE -1 -1 PASSIVE 2
//Aberrant spectre
7801 - 900 9466 9468 9467 4 30 119 MAGE -1 335 AGRESSIVE 2
//Aberrant spectre
7802 - 900 9466 9468 9467 4 30 119 MAGE -1 335 AGRESSIVE 2
//Aberrant spectre
7803 - 900 9466 9468 9467 4 30 119 MAGE -1 335 AGRESSIVE 2
//Aberrant spectre
7804 - 900 9466 9468 9467 4 30 119 MAGE -1 335 AGRESSIVE 2
//Kurask minion
7805 - 950 -1 -1 -1 4 30 110 MELEE -1 -1 PASSIVE 2
//Mummy warrior
7807 - 343 5554 -1 5555 4 30 55 MELEE -1 -1 PASSIVE 5
//Mummy warrior
7808 - 343 5554 -1 5555 4 30 55 MELEE -1 -1 PASSIVE 5
//Wall beast
7823 - 212 -1 1803 1804 4 30 34 MELEE -1 -1 AGRESSIVE 2
//Giant lobster
7828 - 750 6265 6266 6267 4 30 90 MELEE -1 -1 AGRESSIVE 2
//Giant crab
7829 - 312 3428 -1 3430 4 30 50 MELEE -1 -1 PASSIVE 5
//Customs Officer
7837 - 230 390 425 836 4 30 40 MELEE -1 -1 AGRESSIVE 2
//Customs Officer
7838 - 230 390 425 836 4 30 40 MELEE -1 -1 AGRESSIVE 2
//Man
7873 - 70 422 425 836 4 30 10 MELEE -1 -1 PASSIVE 4
//Man
7874 - 70 422 425 836 4 30 10 MELEE -1 -1 PASSIVE 4
//Man
7875 - 70 422 425 836 4 30 10 MELEE -1 -1 PASSIVE 4
//Man
7876 - 70 422 425 836 4 30 10 MELEE -1 -1 PASSIVE 4
//Man
7877 - 70 422 425 836 4 30 10 MELEE -1 -1 PASSIVE 4
//Man
7878 - 70 422 425 836 4 30 10 MELEE -1 -1 PASSIVE 4
//Man
7879 - 70 422 425 836 4 30 10 MELEE -1 -1 PASSIVE 4
//Woman
7880 - 93 422 425 836 4 30 15 MELEE -1 -1 PASSIVE 4
//Woman
7881 - 93 422 425 836 4 30 15 MELEE -1 -1 PASSIVE 4
//Woman
7882 - 93 422 425 836 4 30 15 MELEE -1 -1 PASSIVE 4
//Woman
7883 - 93 422 425 836 4 30 15 MELEE -1 -1 PASSIVE 4
//Woman
7884 - 93 422 425 836 4 30 15 MELEE -1 -1 PASSIVE 4
//Roddeck
7909 - 70 422 425 836 4 30 10 MELEE -1 -1 PASSIVE 4
//Warped cockroach
7913 - 20 -1 8791 -1 4 30 15 MELEE -1 -1 PASSIVE 4
//Corpse Spider
7914 - 47 -1 -1 -1 4 30 12 MELEE -1 -1 PASSIVE 4
//Warped fly
7915 - 67 7242 -1 7244 4 30 19 MELEE -1 -1 PASSIVE 4
//Crawling corpse torso
7916 - 87 12891 -1 12893 4 30 21 MAGE -1 -1 PASSIVE 4
//Crawling corpse torso
7917 - 87 12891 -1 12893 4 30 21 MAGE -1 -1 PASSIVE 4
//Crawling corpse torso
7918 - 87 12891 -1 12893 4 30 21 MAGE -1 -1 PASSIVE 4
//Crawling corpse torso
7919 - 87 12891 -1 12893 4 30 21 MAGE -1 -1 PASSIVE 4
//Warped rat
7920 - 100 14859 -1 14860 4 30 20 MELEE -1 -1 PASSIVE 4
//Skeleton
7921 - 68 -1 5513 -1 4 30 11 MELEE -1 -1 PASSIVE 2
//Warped bat
7922 - 113 -1 -1 -1 4 30 20 MELEE -1 -1 PASSIVE 4
//Corpse archer
7923 - 90 12839 -1 12869 4 30 27 RANGE -1 -1 PASSIVE 4
//Corpse archer
7924 - 90 12839 -1 12869 4 30 27 RANGE -1 -1 PASSIVE 4
//Corpse archer
7925 - 90 12839 -1 12869 4 30 27 RANGE -1 -1 PASSIVE 4
//Corpse archer
7926 - 90 12839 -1 12869 4 30 27 RANGE -1 -1 PASSIVE 4
//Corpse archer
7927 - 90 12839 -1 12869 4 30 27 RANGE -1 -1 PASSIVE 4
//Corpse archer
7928 - 90 12839 -1 12870 4 30 27 RANGE -1 -1 PASSIVE 4
//Chaos druid
7966 - 200 -1 -1 -1 5 30 30 MELEE -1 -1 AGRESSIVE 2
//Ghostly warrior
7994 - 440 390 -1 836 4 30 50 MELEE -1 -1 PASSIVE 2
//Ghost
7998 - 800 -1 -1 -1 4 30 27 MELEE -1 -1 AGRESSIVE 2
//Ghost
7999 - 800 -1 -1 -1 4 30 27 MELEE -1 -1 AGRESSIVE 2
//null
8076 - 125 8248 8249 8250 4 0 0 MAGE_FOLLOW -1 -1 PASSIVE 4
//Child
8077 - 125 8248 8249 8250 4 0 0 MELEE -1 -1 PASSIVE 4
//Tormented wraith
8125 - 1500 5532 -1 5534 4 30 220 MELEE -1 -1 AGRESSIVE 2
//Dark energy core
8127 - 250 1 -1 -1 2 30 130 MAGE -1 -1 PASSIVE 2
//Corporeal Beast
8133 - 20000 10057 10386 10385 4 50 513 MAGE -1 -1 AGRESSIVE 64
//Armoured zombie
8149 - 850 5571 5574 5575 4 30 86 MELEE -1 -1 AGRESSIVE 2
//Armoured zombie
8150 - 850 5571 5574 5575 4 30 86 MELEE -1 -1 PASSIVE 2
//Armoured zombie
8151 - 850 5571 5574 5575 4 30 86 MELEE -1 -1 PASSIVE 2
//Armoured zombie
8152 - 850 5571 5574 5575 4 30 86 MELEE -1 -1 PASSIVE 2
//Armoured zombie
8153 - 850 5571 5574 5575 4 30 86 MELEE -1 -1 PASSIVE 2
//Armoured zombie
8159 - 850 5571 5574 5575 4 30 86 MELEE -1 -1 AGRESSIVE 2
//Armoured zombie
8160 - 850 5571 5574 5575 4 30 86 MELEE -1 -1 AGRESSIVE 2
//Armoured zombie
8161 - 850 5571 5574 5575 4 30 86 MELEE -1 -1 AGRESSIVE 2
//Armoured zombie
8162 - 850 5571 5574 5575 4 30 86 MELEE -1 -1 AGRESSIVE 2
